epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,283.349,0.70298,0.61594,0.89783,0.88533,0.84397,0.90545,0.75478,0.69291,0.6255,0.90901,0.000292813,0.000292813,0.000292813
87,286.618,0.71666,0.62279,0.90134,0.91176,0.83777,0.90378,0.75352,0.69121,0.62556,0.90539,0.000288411,0.000288411,0.000288411
88,289.924,0.717,0.64125,0.89885,0.87925,0.86388,0.90214,0.75842,0.68101,0.62185,0.90108,0.000284009,0.000284009,0.000284009
89,293.157,0.70579,0.62715,0.89724,0.8727,0.86973,0.90764,0.76909,0.68657,0.6425,0.90198,0.000279606,0.000279606,0.000279606
90,296.542,0.68894,0.62644,0.88431,0.88192,0.86975,0.90353,0.7608,0.68973,0.64567,0.90427,0.000275204,0.000275204,0.000275204
91,299.813,0.70312,0.62123,0.89176,0.87619,0.8578,0.90084,0.76311,0.68637,0.63288,0.90315,0.000270802,0.000270802,0.000270802
92,303.108,0.707,0.60956,0.88696,0.91874,0.82814,0.89576,0.75819,0.68391,0.63228,0.90312,0.0002664,0.0002664,0.0002664
93,306.382,0.68333,0.60158,0.89189,0.90912,0.83745,0.90487,0.76432,0.69639,0.62431,0.90383,0.000261998,0.000261998,0.000261998
94,309.706,0.72311,0.63654,0.89111,0.88946,0.8765,0.90023,0.75882,0.68564,0.63604,0.9016,0.000257595,0.000257595,0.000257595
95,313.014,0.70963,0.62087,0.8837,0.8969,0.86493,0.90185,0.75901,0.68576,0.63578,0.89987,0.000253193,0.000253193,0.000253193
96,316.322,0.69605,0.60275,0.89425,0.9037,0.85133,0.89912,0.75231,0.70214,0.62347,0.90527,0.000248791,0.000248791,0.000248791
97,319.612,0.6783,0.60199,0.87723,0.88026,0.87581,0.89766,0.75443,0.69319,0.62112,0.90273,0.000244389,0.000244389,0.000244389
